"Fiscal Year","Budget Type","Dept ID","Department","APU","IPU","Appropriation","Fund","Amount"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Travel","ASF","4.0"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Contractual Services","ASF","312.5"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Supplies and Materials","ASF","10.0"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Capital Outlay","ASF","10.0"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Other Items","ASF","0.7"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Resale - Communication Parts","ASF","336.0"
"2019","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","System Support","ASF","1,048.2"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Personnel Costs","GF","579.8"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Travel","GF","0.2"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Contractual Services","GF","126.6"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Energy","GF","5.0"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Supplies and Materials","GF","2.0"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Local Emergency Planning Councils","GF","50.0"
"2019","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","School Safety Plans","GF","247.5"
"2019","EXP","450140","Safety and Homeland Security","Office of the Secretary","Highway Safety","Personnel Costs","GF","173.3"
"2019","EXP","450140","Safety and Homeland Security","Office of the Secretary","Highway Safety","Contractual Services","GF","0.1"
"2019","EXP","450150","Safety and Homeland Security","Office of the Secretary","Developmental Disabilities Council","Contractual Services","GF","20.0"
"2019","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Personnel Costs","GF","133.5"
"2019","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Travel","GF","1.0"
"2019","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Contractual Services","GF","14.4"
"2019","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Supplies and Materials","GF","1.3"
"2019","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Brain Injury Trust Fund","GF","50.0"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Personnel Costs","ASF","1,840.8"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Travel","ASF","35.0"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Contractual Services","ASF","300.8"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Energy","ASF","15.0"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Supplies and Materials","ASF","37.0"
"2019","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Vehicles","ASF","89.4"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Personnel Costs","GF","4,929.5"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Travel","GF","11.1"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Contractual Services","GF","347.4"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Energy","GF","102.3"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Supplies and Materials","GF","540.0"
"2019","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Capital Outlay","GF","46.2"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Personnel Costs","GF","6,525.6"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Travel","GF","0.5"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Contractual Services","GF","257.9"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Supplies and Materials","GF","137.3"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Personnel Costs","ASF","72.4"
"2019","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Special Duty Fund","ASF","113.6"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Personnel Costs","GF","429.4"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Travel","GF","0.5"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Contractual Services","GF","6.3"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Supplies and Materials","GF","7.1"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Travel","ASF","8.0"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Contractual Services","ASF","72.9"
"2019","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Supplies and Materials","ASF","3.0"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Personnel Costs","GF","1,089.7"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Travel","GF","0.5"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Contractual Services","GF","85.7"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Supplies and Materials","GF","25.2"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Capital Outlay","GF","1.1"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Personnel Costs","ASF","43.1"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Travel","ASF","2.8"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Contractual Services","ASF","36.6"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Supplies and Materials","ASF","10.0"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Capital Outlay","ASF","1.0"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Other Items","ASF","110.0"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Contractual Services","ASF","91.7"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Personnel Costs","ASF","280.0"
"2019","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Supplies & Materials","ASF","20.2"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Personnel Costs","GF","7,585.4"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Contractual Services","GF","271.3"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Supplies and Materials","GF","101.2"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Crime Reduction Fund","GF","110.0"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Travel","ASF","86.7"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Contractual Services","ASF","60.0"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Supplies and Materials","ASF","110.0"
"2019","EXP","450601","Safety and Homeland Security","State Police","Executive","Other Items","ASF","75.0"
"2019","EXP","450602","Safety and Homeland Security","State Police","Building Maintenance and Construction","Personnel Costs","GF","366.8"
